ID,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Living_With,Children_at_home,Family_Size,Total_Spending,Total_Purchases
10584,Graduate,65665.0,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,38,209,Partner,1,3,945,23
6071,Graduate,81217.0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,25,345,Alone,0,1,1157,21
3386,Graduate,34935.0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,22,373,Partner,0,2,137,7
8939,Graduate,61250.0,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,55,560,Alone,1,2,730,19
9925,PhD,39665.0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,33,400,Partner,1,3,216,9
4320,Graduate,60152.0,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,35,458,Alone,1,2,943,22
5389,Graduate,48920.0,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,50,252,Partner,2,4,347,13
6036,Postgraduate,89120.0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,104,Partner,0,2,1924,18
182,PhD,44124.0,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,68,414,Partner,1,3,397,13
203,Postgraduate,81169.0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,39,441,Alone,0,1,2089,21
11025,Graduate,36443.0,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,53,511,Partner,2,4,138,7
10203,Graduate,26095.0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,24,364,Alone,1,2,42,4
4607,Graduate,71367.0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,310,Partner,0,2,777,16
3711,Postgraduate,80184.0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,70,120,Partner,0,2,1902,19
3696,Graduate,30630.0,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,49,153,Alone,2,3,52,5
2532,Postgraduate,73454.0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,120,Alone,0,1,1651,12
9214,Graduate,42691.0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,23,317,Partner,0,2,358,12
4943,Graduate,70503.0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,61,637,Partner,0,2,1727,15
35,Graduate,25545.0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,27,659,Partner,1,3,210,7
2258,Graduate,32880.0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,28,572,Partner,1,3,42,4
4322,PhD,77863.0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,56,214,Partner,0,2,1291,19
713,Postgraduate,50353.0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,37,21,Partner,0,2,442,14
4702,Graduate,61839.0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,50,686,Alone,0,1,1895,16
3281,PhD,49154.0,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54,238,Partner,2,4,411,13
702,Undergraduate,47682.0,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,39,499,Alone,1,2,521,15
2004,Graduate,72679.0,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,45,284,Alone,1,2,1168,16
4769,Postgraduate,57954.0,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,37,11,Partner,2,4,493,16
4437,Graduate,65316.0,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,52,431,Partner,2,4,260,10
8724,Graduate,28567.0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,32,377,Alone,1,2,46,5
10741,Postgraduate,47352.0,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,63,444,Partner,1,3,319,12
1991,Graduate,44931.0,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,47,162,Partner,1,3,96,6
6931,Graduate,76982.0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,134,Alone,0,1,1062,15
11096,Undergraduate,57247.0,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,62,325,Partner,1,3,232,10
304,Postgraduate,22944.0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,33,188,Alone,1,2,76,6
3665,Undergraduate,25315.0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,37,234,Partner,1,3,54,6
10591,Graduate,43638.0,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,45,692,Alone,1,2,201,9
5036,PhD,42710.0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,30,578,Alone,1,2,406,12
5547,PhD,84169.0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,326,Partner,0,2,1919,19
7822,Graduate,54058.0,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,38,390,Partner,1,3,662,18
8541,Undergraduate,24683.0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,113,Partner,1,3,41,6
10955,Graduate,85620.0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,173,Alone,0,1,1600,13
4368,Graduate,47850.0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,34,208,Partner,1,3,134,7
9671,Graduate,19514.0,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,154,Partner,2,4,69,6
2256,Postgraduate,27159.0,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,92,Partner,2,4,21,4
4279,Undergraduate,39548.0,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,90,Alone,2,3,54,5
5371,Graduate,21474.0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,82,Alone,1,2,91,6
9240,PhD,60504.0,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,142,Alone,1,2,526,16
9460,Graduate,22419.0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,437,Partner,0,2,162,7
9504,Postgraduate,81698.0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,65,235,Partner,0,2,1008,24
8692,Graduate,43462.0,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62,655,Partner,2,4,240,10
448,PhD,54880.0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,36,485,Alone,1,2,795,19
8314,Graduate,79908.0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,32,450,Partner,0,2,1772,18
8420,Undergraduate,15315.0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,330,Partner,0,2,64,6
3174,Graduate,87771.0,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,403,Partner,1,3,1957,19
7685,Graduate,33039.0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,293,Partner,1,3,78,6
3179,Graduate,81741.0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,34,378,Alone,0,1,1572,19
9780,Postgraduate,71499.0,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,43,369,Partner,1,3,795,24
10681,Undergraduate,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,165,Partner,1,3,889,21
10232,PhD,48799.0,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,51,236,Alone,1,2,331,12
4184,PhD,52157.0,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,22,Partner,1,3,265,10
9120,Graduate,66565.0,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,52,571,Alone,1,2,1065,15
891,Postgraduate,29298.0,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,63,295,Partner,2,4,11,3
10381,Graduate,47691.0,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,35,359,Alone,1,2,21,3
3525,Graduate,38200.0,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,569,Partner,2,4,17,3
6818,Graduate,44989.0,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,655,Partner,1,3,369,11
3526,PhD,38443.0,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,153,Partner,2,4,38,4
8181,Undergraduate,38593.0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36,289,Alone,1,2,177,8
1029,PhD,64413.0,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,44,332,Partner,1,3,279,11
7369,Postgraduate,36959.0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,33,270,Partner,1,3,62,5
2574,PhD,61996.0,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,37,514,Partner,1,3,1230,18
8159,Graduate,51287.0,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,46,89,Partner,2,4,182,8
1160,Graduate,13260.0,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,44,310,Partner,2,4,49,6
10242,PhD,47472.0,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,48,286,Partner,2,4,75,6
5253,Postgraduate,54603.0,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,58,355,Partner,2,4,227,10
5966,PhD,45207.0,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,40,596,Partner,2,4,215,10
5314,Graduate,40689.0,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,468,Partner,1,3,444,13
5081,Undergraduate,47821.0,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,252,Partner,2,4,47,4
5123,Postgraduate,27450.0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,63,440,Partner,0,2,143,6
5756,Graduate,39453.0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,87,Partner,1,3,55,5
8036,Undergraduate,26850.0,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,72,Partner,2,4,63,7
9058,Graduate,79800.0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59,644,Alone,0,1,1867,21
5057,Postgraduate,61794.0,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,288,Partner,1,3,611,18
254,Graduate,53863.0,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,43,Partner,1,3,473,15
4179,Graduate,24221.0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,313,Partner,0,2,55,5
3710,PhD,39684.0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,30,625,Alone,1,2,81,5
7627,Postgraduate,92163.0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,39,564,Partner,0,2,2086,21
4501,Postgraduate,69882.0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,231,Alone,0,1,1478,19
6424,Graduate,33178.0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,150,Partner,1,3,49,4
3075,PhD,59973.0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,42,291,Partner,0,2,382,14
4992,Postgraduate,17459.0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,39,283,Partner,1,3,69,6
5252,Graduate,23910.0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,611,Alone,1,2,67,5
7444,Postgraduate,42169.0,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,45,253,Partner,2,4,30,4
6919,Undergraduate,26224.0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36,390,Partner,1,3,63,6
3537,Graduate,31089.0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,33,681,Partner,1,3,79,7
10277,Graduate,30081.0,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,53,493,Alone,1,2,42,4
2453,Graduate,62807.0,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,54,667,Partner,1,3,819,20
7972,Graduate,72906.0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59,285,Alone,0,1,1151,16
895,PhD,61467.0,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,66,567,Partner,2,4,594,17
1177,Postgraduate,49618.0,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,48,519,Partner,2,4,129,7
7141,Postgraduate,21888.0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28,547,Alone,1,2,213,8
7232,Graduate,42429.0,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,138,Alone,1,2,67,5
8477,Graduate,26150.0,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,58,475,Alone,3,4,28,4
2457,Undergraduate,30801.0,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,39,611,Partner,1,3,45,4
988,Graduate,81168.0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,53,Partner,0,2,1193,17
7930,Postgraduate,26877.0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,314,Alone,0,1,268,10
4587,Postgraduate,45006.0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,70,346,Alone,0,1,266,11
6682,Undergraduate,18978.0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,41,565,Partner,1,3,37,4
6222,Graduate,22574.0,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,244,Partner,3,5,37,5
10299,PhD,48240.0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,45,597,Alone,0,1,882,22
3083,Graduate,45837.0,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,40,338,Partner,2,4,373,13
8953,Postgraduate,35791.0,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,49,419,Alone,3,4,35,4
8650,Graduate,54162.0,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,36,468,Alone,2,3,42,4
10862,Postgraduate,30522.0,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,54,681,Partner,1,3,326,12
2782,PhD,54456.0,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,53,353,Partner,1,3,404,14
6941,Graduate,31632.0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,43,350,Alone,0,1,95,5
10972,Graduate,72298.0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,111,Alone,0,1,939,13
10708,Undergraduate,36975.0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36,183,Alone,1,2,33,4
6583,Undergraduate,72635.0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,391,Partner,0,2,981,20
3641,Graduate,13624.0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,38,525,Partner,1,3,36,5
10156,Graduate,84196.0,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,39,391,Alone,1,2,1237,19
4299,Graduate,70971.0,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,54,646,Partner,1,3,1825,27
3469,PhD,34487.0,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,37,661,Alone,2,3,103,6
5063,Graduate,28769.0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,37,558,Alone,1,2,191,9
10727,PhD,69084.0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,44,222,Partner,1,3,1586,23
9624,PhD,65488.0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,56,16,Partner,0,2,963,13
5156,Undergraduate,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,165,Partner,1,3,889,21
4376,Undergraduate,32218.0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,54,134,Alone,0,1,93,6
8923,Graduate,83917.0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,41,437,Alone,0,1,1587,20
8461,Graduate,46102.0,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,111,Alone,3,4,16,3
6945,Graduate,84574.0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,62,390,Alone,0,1,1375,31
944,Graduate,56181.0,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,52,537,Partner,1,3,393,13
1907,Postgraduate,63120.0,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,64,639,Alone,1,2,1477,21
701,Graduate,73691.0,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,43,235,Partner,1,3,1179,16
3856,Graduate,63381.0,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,632,Partner,1,3,1005,22
4149,PhD,76140.0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,66,47,Partner,0,2,1348,20
2131,PhD,62859.0,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,55,546,Alone,1,2,1307,19
2942,Graduate,45906.0,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,50,418,Alone,1,2,486,13
1173,Postgraduate,77632.0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,67,476,Partner,0,2,2252,12
4381,PhD,46463.0,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,43,315,Partner,2,4,235,10
4611,Graduate,105471.0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,44,524,Partner,0,2,1724,30
3376,Postgraduate,55282.0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,44,198,Alone,1,2,235,10
4679,Postgraduate,78710.0,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,37,Partner,1,3,1092,25
10928,Graduate,66886.0,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,56,286,Partner,1,3,599,15
4248,Postgraduate,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,132,Alone,0,1,2008,19
6728,Graduate,29103.0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,29,671,Partner,1,3,48,4
6661,Graduate,67445.0,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,686,Partner,1,3,1174,27
4725,PhD,50616.0,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,64,77,Partner,1,3,67,6
3277,Graduate,49431.0,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,59,695,Alone,1,2,365,13
2564,Graduate,61278.0,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,61,176,Partner,1,3,165,8
946,Undergraduate,26490.0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,645,Partner,0,2,210,9
3867,PhD,73059.0,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,67,302,Partner,1,3,1095,25
6940,PhD,46734.0,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,48,251,Alone,3,4,223,8
55,Graduate,56253.0,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,51,569,Partner,1,3,597,18
7093,Graduate,19986.0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,227,Partner,1,3,22,3
5084,Graduate,58330.0,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,186,Alone,1,2,1064,23
1777,Undergraduate,25965.0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,34,660,Partner,0,2,74,5
8162,Postgraduate,14661.0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,58,544,Partner,0,2,26,4
10826,Graduate,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,548,Partner,0,2,60,4
8754,PhD,45068.0,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,40,409,Partner,1,3,20,3
1987,Undergraduate,21063.0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,27,277,Alone,1,2,59,5
11007,PhD,29187.0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,46,416,Partner,1,3,34,4
7426,Undergraduate,54690.0,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,234,Partner,2,4,198,9
9153,PhD,59304.0,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,50,335,Partner,1,3,1048,25
10379,Postgraduate,59247.0,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,52,233,Alone,2,3,574,16
9204,Graduate,66731.0,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,44,655,Alone,1,2,1029,13
3197,Graduate,77353.0,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,34,195,Partner,1,3,670,18
2920,PhD,52614.0,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,575,Alone,1,2,990,14
6961,Graduate,26751.0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,38,Partner,2,4,11,3
4673,PhD,81300.0,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,51,607,Partner,1,3,1241,18
9937,Graduate,70337.0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,35,178,Alone,0,1,576,16
8779,Undergraduate,36145.0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,29,378,Partner,1,3,172,8
9596,PhD,65295.0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,34,188,Alone,0,1,664,19
2891,Graduate,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,254,Alone,1,2,928,21
4910,Graduate,68743.0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,47,668,Alone,0,1,2074,29
75,Undergraduate,41039.0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,32,339,Partner,0,2,467,14
10120,Graduate,38946.0,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,59,248,Partner,1,3,257,10
6327,Graduate,65777.0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,47,192,Partner,0,2,1146,16
10142,PhD,66476.0,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,38,479,Alone,1,2,689,18
9826,PhD,86857.0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,655,Alone,0,1,2114,21
10767,PhD,77845.0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,25,44,Partner,0,2,1346,20
7279,PhD,69476.0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,45,272,Partner,0,2,1044,14
7230,PhD,50611.0,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,54,633,Alone,1,2,493,16
143,Graduate,61209.0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,44,308,Alone,0,1,957,12
450,Postgraduate,42315.0,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,56,352,Partner,1,3,270,9
