ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size
182,PhD,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,80,4679,397,17,0,1,Partner,3
203,Postgraduate,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,51,4706,2089,22,0,0,Alone,1
11025,Graduate,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,65,4776,138,11,0,2,Partner,4
10203,Graduate,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,36,4629,42,5,0,1,Alone,2
4607,Graduate,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,67,4575,777,17,0,0,Partner,2
3711,Postgraduate,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,82,4385,1902,20,2,0,Partner,2
3696,Graduate,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,61,4418,52,7,0,2,Alone,3
2532,Postgraduate,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,39,4385,1651,13,1,0,Alone,1
9214,Graduate,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,35,4582,358,13,0,0,Partner,2
4943,Graduate,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,73,4902,1727,16,2,0,Partner,2
35,Graduate,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,39,4924,210,10,0,1,Partner,3
2258,Graduate,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,40,4837,42,5,0,1,Partner,3
4322,PhD,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,68,4479,1291,20,0,0,Partner,2
713,Postgraduate,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,49,4286,442,15,0,0,Partner,2
4702,Graduate,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,62,4951,1895,17,0,0,Alone,1
3281,PhD,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,66,4503,411,19,0,2,Partner,4
702,Undergraduate,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,51,4764,521,19,0,1,Alone,2
2004,Graduate,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,57,4549,1168,17,0,1,Alone,2
4769,Postgraduate,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,49,4276,493,23,1,2,Partner,4
4437,Graduate,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,64,4696,260,12,0,2,Partner,4
8724,Graduate,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,4642,46,7,0,1,Alone,2
10741,Postgraduate,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,75,4709,319,16,0,1,Partner,3
1991,Graduate,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,59,4427,96,7,0,1,Partner,3
6931,Graduate,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,59,4399,1062,16,1,0,Alone,1
11096,Undergraduate,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,74,4590,232,12,0,1,Partner,3
304,Postgraduate,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,45,4453,76,9,0,1,Alone,2
3665,Undergraduate,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,49,4499,54,9,0,1,Partner,3
10591,Graduate,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,57,4957,201,11,0,1,Alone,2
5036,PhD,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,42,4843,406,14,0,1,Alone,2
5547,PhD,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,44,4591,1919,20,2,0,Partner,2
7822,Graduate,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,50,4655,662,20,0,1,Partner,3
8541,Undergraduate,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,36,4378,41,8,0,1,Partner,3
10955,Graduate,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,62,4438,1600,14,0,0,Alone,1
4368,Graduate,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,46,4473,134,8,0,1,Partner,3
9671,Graduate,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,58,4419,69,10,1,2,Partner,4
2256,Postgraduate,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,53,4357,21,6,0,2,Partner,4
4279,Undergraduate,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,63,4355,54,7,0,2,Alone,3
5371,Graduate,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,37,4347,91,8,1,1,Alone,2
9240,PhD,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,55,4407,526,18,0,1,Alone,2
9460,Graduate,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,63,4702,162,8,0,0,Partner,2
9504,Postgraduate,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,77,4500,1008,25,0,0,Partner,2
8692,Graduate,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,74,4920,240,16,0,2,Partner,4
448,PhD,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,48,4750,795,21,0,1,Alone,2
8314,Graduate,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,44,4715,1772,19,1,0,Partner,2
8420,Undergraduate,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,56,4595,64,8,0,0,Partner,2
3174,Graduate,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,67,4668,1957,20,4,1,Partner,3
7685,Graduate,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,48,4558,78,7,0,1,Partner,3
3179,Graduate,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,46,4643,1572,19,0,0,Alone,1
9780,Postgraduate,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,55,4634,795,26,0,1,Partner,3
10681,Undergraduate,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,56,4430,889,26,0,1,Partner,3
10232,PhD,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,63,4501,331,15,0,1,Alone,2
4184,PhD,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,76,4287,265,12,0,1,Partner,3
9120,Graduate,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,64,4836,1065,19,0,1,Alone,2
891,Postgraduate,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,75,4560,11,4,0,2,Partner,4
10381,Graduate,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,47,4624,21,4,0,1,Alone,2
3525,Graduate,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,56,4834,17,4,0,2,Partner,4
6818,Graduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,52,4920,369,16,0,1,Partner,3
3526,PhD,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,58,4418,38,6,0,2,Partner,4
8181,Undergraduate,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,48,4554,177,11,0,1,Alone,2
1029,PhD,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,56,4597,279,12,0,1,Partner,3
7369,Postgraduate,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,45,4535,62,7,0,1,Partner,3
2574,PhD,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,49,4779,1230,21,3,1,Partner,3
8159,Graduate,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,58,4354,182,11,0,2,Partner,4
1160,Graduate,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,56,4575,49,10,0,2,Partner,4
10242,PhD,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,60,4551,75,8,0,2,Partner,4
5253,Postgraduate,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,70,4620,227,16,0,2,Partner,4
5966,PhD,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,52,4861,215,15,1,2,Partner,4
5314,Graduate,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,4733,444,20,0,1,Partner,3
5081,Undergraduate,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,59,4517,47,5,0,2,Partner,4
5123,Postgraduate,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,75,4705,143,7,0,0,Partner,2
5756,Graduate,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,43,4352,55,7,0,1,Partner,3
8036,Undergraduate,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,55,4337,63,11,0,2,Partner,4
9058,Graduate,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,71,4909,1867,22,3,0,Alone,1
5057,Postgraduate,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,65,4553,611,20,0,1,Partner,3
254,Graduate,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,71,4308,473,18,1,1,Partner,3
4179,Graduate,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,67,4578,55,6,0,0,Partner,2
3710,PhD,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,42,4890,81,7,0,1,Alone,2
7627,Postgraduate,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,51,4829,2086,21,2,0,Partner,2
4501,Postgraduate,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,61,4496,1478,20,0,0,Alone,1
6424,Graduate,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,4415,49,5,0,1,Partner,3
3075,PhD,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,54,4556,382,15,0,0,Partner,2
4992,Postgraduate,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,51,4548,69,9,0,1,Partner,3
5252,Graduate,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,57,4876,67,6,0,1,Alone,2
7444,Postgraduate,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,57,4518,30,6,0,2,Partner,4
6919,Undergraduate,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,48,4655,63,9,0,1,Partner,3
3537,Graduate,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,45,4946,79,10,0,1,Partner,3
10277,Graduate,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,65,4758,42,5,0,1,Alone,2
2453,Graduate,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,66,4932,819,23,0,1,Partner,3
7972,Graduate,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,71,4550,1151,17,0,0,Alone,1
895,PhD,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,78,4832,594,20,0,2,Partner,4
1177,Postgraduate,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,60,4784,129,11,0,2,Partner,4
7141,Postgraduate,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,40,4812,213,12,0,1,Alone,2
7232,Graduate,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,53,4403,67,7,0,1,Alone,2
8477,Graduate,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,70,4740,28,5,0,3,Alone,4
2457,Undergraduate,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,51,4876,45,6,0,1,Partner,3
988,Graduate,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,61,4318,1193,18,1,0,Partner,2
7930,Postgraduate,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,57,4579,268,12,0,0,Alone,1
4587,Postgraduate,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,82,4611,266,12,0,0,Alone,1
6682,Undergraduate,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,53,4830,37,5,0,1,Partner,3
6222,Graduate,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,59,4509,37,7,0,3,Partner,5
10299,PhD,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,57,4862,882,25,0,0,Alone,1
3083,Graduate,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,52,4603,373,18,0,2,Partner,4
8953,Postgraduate,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,61,4684,35,6,0,3,Alone,4
8650,Graduate,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,48,4733,42,5,0,2,Alone,3
10862,Postgraduate,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,66,4946,326,17,0,1,Partner,3
2782,PhD,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,65,4618,404,17,0,1,Partner,3
6941,Graduate,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,55,4615,95,6,0,0,Alone,1
10972,Graduate,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,77,4376,939,14,2,0,Alone,1
10708,Undergraduate,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,48,4448,33,5,0,1,Alone,2
6583,Undergraduate,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,71,4656,981,21,1,0,Partner,2
3641,Graduate,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,50,4790,36,7,0,1,Partner,3
10156,Graduate,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,51,4656,1237,20,0,1,Alone,2
4299,Graduate,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,66,4911,1825,34,0,1,Partner,3
3469,PhD,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,49,4926,103,9,0,2,Alone,3
5063,Graduate,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,49,4823,191,12,0,1,Alone,2
10727,PhD,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,56,4487,1586,25,0,1,Partner,3
9624,PhD,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,68,4281,963,14,0,0,Partner,2
5156,Undergraduate,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,56,4430,889,26,0,1,Partner,3
4376,Undergraduate,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,66,4399,93,7,1,0,Alone,1
8923,Graduate,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,53,4702,1587,21,0,0,Alone,1
8461,Graduate,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,4376,16,4,0,3,Alone,4
6945,Graduate,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,74,4655,1375,32,0,0,Alone,1
944,Graduate,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,64,4802,393,14,0,1,Partner,3
1907,Postgraduate,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,76,4904,1477,26,0,1,Alone,2
701,Graduate,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,55,4500,1179,18,1,1,Partner,3
3856,Graduate,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,66,4897,1005,26,0,1,Partner,3
4149,PhD,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,78,4312,1348,21,0,0,Partner,2
2131,PhD,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,67,4811,1307,23,0,1,Alone,2
2942,Graduate,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,62,4683,486,15,1,1,Alone,2
1173,Postgraduate,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,79,4741,2252,13,2,0,Partner,2
4381,PhD,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,55,4580,235,17,0,2,Partner,4
4611,Graduate,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,56,4789,1724,30,2,0,Partner,2
3376,Postgraduate,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,56,4463,235,11,0,1,Alone,2
4679,Postgraduate,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,49,4302,1092,28,0,1,Partner,3
10928,Graduate,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,68,4551,599,17,0,1,Partner,3
4248,Postgraduate,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,66,4397,2008,19,1,0,Alone,1
6728,Graduate,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,41,4936,48,6,0,1,Partner,3
6661,Graduate,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,52,4951,1174,32,0,1,Partner,3
4725,PhD,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,76,4342,67,7,0,1,Partner,3
3277,Graduate,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,71,4960,365,15,0,1,Alone,2
2564,Graduate,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,73,4441,165,10,0,1,Partner,3
946,Undergraduate,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,68,4910,210,11,0,0,Partner,2
3867,PhD,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,79,4567,1095,26,0,1,Partner,3
6940,PhD,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,60,4516,223,12,1,3,Alone,4
55,Graduate,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,63,4834,597,22,0,1,Partner,3
7093,Graduate,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,41,4492,22,4,0,1,Partner,3
5084,Graduate,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,51,4451,1064,24,0,1,Alone,2
1777,Undergraduate,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,46,4925,74,6,0,0,Partner,2
8162,Postgraduate,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,70,4809,26,5,0,0,Partner,2
10826,Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,67,4813,60,5,0,0,Partner,2
8754,PhD,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,52,4674,20,4,0,1,Partner,3
1987,Undergraduate,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,39,4542,59,7,0,1,Alone,2
11007,PhD,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,58,4681,34,5,0,1,Partner,3
7426,Undergraduate,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,55,4499,198,12,0,2,Partner,4
9153,PhD,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,62,4600,1048,28,0,1,Partner,3
10379,Postgraduate,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,64,4498,574,21,0,2,Alone,3
9204,Graduate,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,56,4920,1029,17,0,1,Alone,2
3197,Graduate,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,46,4460,670,20,0,1,Partner,3
2920,PhD,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,51,4840,990,16,0,1,Alone,2
6961,Graduate,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,52,4303,11,4,0,2,Partner,4
4673,PhD,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,63,4872,1241,21,1,1,Partner,3
9937,Graduate,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,47,4443,576,17,0,0,Alone,1
8779,Undergraduate,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,41,4643,172,12,1,1,Partner,3
9596,PhD,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,46,4453,664,20,0,0,Alone,1
2891,Graduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,63,4519,928,23,0,1,Alone,2
4910,Graduate,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,59,4933,2074,30,0,0,Alone,1
75,Undergraduate,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,44,4604,467,15,0,0,Partner,2
10120,Graduate,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,71,4513,257,12,0,1,Partner,3
6327,Graduate,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,59,4457,1146,17,0,0,Partner,2
10142,PhD,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,50,4744,689,20,0,1,Alone,2
9826,PhD,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,54,4920,2114,22,0,0,Alone,1
10767,PhD,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,37,4309,1346,21,2,0,Partner,2
7279,PhD,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,57,4537,1044,15,0,0,Partner,2
7230,PhD,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,66,4898,493,22,1,1,Alone,2
143,Graduate,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,56,4573,957,13,0,0,Alone,1
450,Postgraduate,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,68,4617,270,12,0,1,Partner,3
9316,Undergraduate,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,74,4504,29,5,0,0,Partner,2
6379,Postgraduate,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,77,4661,121,9,0,2,Alone,3
9239,Postgraduate,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,65,4603,126,8,0,2,Partner,4
8315,Graduate,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,31,4360,23,4,0,0,Alone,1
2868,PhD,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,77,4712,57,8,0,2,Alone,3
10888,Graduate,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,65,4503,636,20,0,0,Alone,1
1277,Graduate,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,66,4346,1004,28,1,0,Partner,2
9977,Graduate,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,53,4550,734,20,0,1,Alone,2
10196,Graduate,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,48,4374,614,20,0,2,Partner,4
6384,Graduate,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,48,4403,1453,21,1,1,Alone,2
8029,Postgraduate,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,38,4326,1621,15,3,0,Alone,1
968,Postgraduate,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,58,4450,187,12,0,1,Alone,2
6988,Graduate,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,40,4800,1443,22,2,1,Partner,3
4472,PhD,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,56,4267,57,6,0,1,Alone,2
6991,Graduate,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,75,4710,637,20,0,1,Alone,2
3336,PhD,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,78,4485,948,14,1,1,Partner,3
4301,Postgraduate,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,55,4800,59,5,1,1,Partner,3
1940,Graduate,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,40,4617,18,4,0,1,Partner,3
